"Add_link","Title","Address","Price","Dwelling_Type","Bedrooms","Bathrooms","Lease","Date_Available","Post_Date","House_Size","Furnished","Description","Pet_Friendly","city","More Info1","Picture 1"
"https://www.rentfaster.ca/bc/victoria/rentals/apartment/2-bedrooms/downtown/pet-friendly/333673?-RSYNC"," "," 819 Yates Street,Victoria,Canada,British Columbia,V8W0E5,","2,505","Apartment",2,"2"," ","Not Available"," "," ","No","Our Rental Office remains operational in light of COVID-19. The health and safety of you, employees, residents and the community is the utmost importance. Call today to learn how we can safely assist with your new home search.

Your Best Move Starts Here: LUXURY SUITES IN DOWNTOWN VICTORIA! Come and view your new home today!

Touch free leasing: Virtual viewings available via video conferencing. Book yours today.

Our Rental Office remains operational in light of COVID-19. The health and safety of you, employees, residents and the community is the utmost importance. Call today to learn how we can safely assist with your new home search.

Special Offer:

25% off any Telus Optik TV and internet product monthly*

Yello on Yates is a collection of stylish rental suites in the heart of downtown Victoria providing the opportunity to live with access to the city's best. This is an address you'll be proud to call home near downtowns Harris Green neighbourhood. Our 1 and 2 bedroom suites feature modern stainless steel appliances, in-suite laundry, quartz countertops, luxury vinyl plank flooring, and LED lighting. The property is 100% smoke free, has underground parking available and water in included in your rent!


Yello on Yates is surrounded by the best of downtown Victoria, located nearby the B.C. Legislature, only minutes away from the Atrium commercial building, and a close walk to Harbour Air Terminal. A number of schools, daycares, medical clinics and grocery stores are all nearby. Restaurants and entertainment venues such as Cactus Club Café, The Keg, Cineplex Cinema, YMCA, Market on Yates, and Tim Hortons are within walking distance. You'll find an excellent selection of amenities near your doorstep such as public transit, attractions including Five Star Whale Watching and The Royal BC Museum; just one block away. In addition, the newly renovated Capitol Theatre is a must-see and right next door to Yello on Yates's residents.

Features:

100% smoke free property
Open concept, one and two bedroom suites
6 appliances including in-suite laundry
Quartz countertops
Roller blinds
LVP flooring
Water included
Underground parking
Elevators
Social room
12th floor common patio with BBQ
Bike racks
Lockers available
24 hour on-site management
Pet friendly (dogs 12 lbs and under)

Its easy to enjoy the lock and leave lifestyle and the freedom of rental living! Don't miss your opportunity to secure a home at Yello on Yates!

Living with Realstar -Proudly Managed by Realstar

Live well with 24 hour on-site management. Realstar strives to provide you with a superior living experience and exceptional resident care. We organized social events that foster a sense of community. Realstar buildings are impeccably clean, well maintained and environmentally efficient.

The rental office is open daily with 24 hour application approval. Realstar makes renting easy. Come view this apartment today!

819 Yates Street

*Prices, incentives, availability and specifications are subject to change. Images may not reflect actual suite finishes. Pet restrictions may apply. E. & O.E.","No","Victoria","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wOzVu1rBJEJcrq2u4SCpCA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=199.22778&pitch=0&thumbfov=100"
"https://www.rentfaster.ca/bc/victoria/rentals/apartment/1-bedroom/burnside/pet-friendly/316395?-RSYNC"," "," 258 Gorge Road East,Victoria,Canada,British Columbia,V9A6W5,","2,746","Apartment",2,"1"," ","Not Available"," "," ","No","Welcome to Gorge View Apartments located on 252 Gorge Road East in sunny Victoria! This apartment complex building boasts on-site recreational facilities and a playground for the little ones. The staff of nine cleans and maintain all three buildings and offer a 24-hour emergency response.




Close to Mayfair Mall, the ""Galloping Goose Trail"" and buses, 252 Gorge Road East is perfectly located for your convenience.","No","Victoria","Please contact the Landlord to confirm availability","https://maps.gstatic.com/tactile/pane/default_geocode-1x.png"
"https://www.rentfaster.ca/bc/victoria/rentals/apartment/1-bedroom/hillside-quadra/pet-friendly/305763?-RSYNC"," "," 3255 Cook Street,Victoria,Canada,British Columbia,V8X1A4,","2,703","Apartment",2,"1"," ","Not Available"," "," ","No","Open House


Come Over this Friday, September 23 from 3:00PM - 5:00PM

Register with our leasing specialist at the open house event for a chance to win a $500 gift card!*

*The contest winner will be announced on October, 31, 2022. Conditions apply.

Effective February 1st 2017 3255 Cook Street is now NO SMOKING. With each new Tenancy we are transitioning each apartment to be a non-smoking unit on the Property - with no smoking allowed in the apartments or on the decks or balconies. Call 250-384-3601 to book a showing. Warm, friendly, 3255 Cook Street is a 122 unit apartment building that offers its residents an indoor swimming pool, sauna, plenty of outdoor parking and on-site staff. Many suites offer the scenic view of the tranquil Cedar Hill Golf Course.




Located close to buses, Hillside Mall and the Cedar Hill Recreation Center, 3255 Cook Street is also in close proximity to the University of Victoria and Camosun College.","No","Victoria","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Xn3KRjikcpC5g7BBdzY5EA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=54.646484&pitch=0&thumbfov=100"
"https://www.rentfaster.ca/bc/victoria/rentals/basement/2-bedrooms/james-bay/502616"," "," 67 Boyd St,Victoria,Canada,British Columbia,V8V2C8,","2,200","Apartment",2,"1"," ","Not Available"," "," ","No","Fully furnished 2 bedroom, 1 bathroom suite in the heart of James Bay. Close to all amenities. 5 min walk the the ocean and 20 min walk downtown. Washer, dryer and dishwasher in unit. Wifi and cable included. Hydro not included. No smoking, no pets.","No","Victoria","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wovVNrrw5lsmt4ixxvza_g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=142.94191&pitch=0&thumbfov=100"
"https://www.rentfaster.ca/bc/victoria/rentals/basement/1-bedroom/hillside-quadra/501853"," ","Victoria","1,800","Apartment",1,"1"," ","Not Available"," "," ","No","Bright raised basement suite for rent in the Hillside/Quadra area. 3 minute walk to the bus stop on Quadra/Finlayson. Available Oct. 1/22. Rent is $1600 plus $200 utilities which includes central air conditioning, internet, hydro, heat, water, recycling, garbage and compost. In house laundry is available and shared between two suites. One year lease no subletting. The suite is recently painted, has a private outside entrance.

Please send questions by email to somerset.st.rental@gmail.com.

If interested please submit a completed application from by email. The form is available here, https://landlordbc.ca/wp-content/uploads/2021/09/Fillable-Application-1.pdf.","No","Victoria","Please contact the Landlord to confirm availability","https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/501853/8261446.v.3913dd8e28432c542b5c0d4f56aad8ef.jpg"
"https://www.rentfaster.ca/bc/victoria/rentals/apartment/1-bedroom/richmond-west/477848?-RSYNC"," "," 2945 Pembina Highway,Victoria,Canada,British Columbia,R3T3R1,","1,890","Apartment",1,"1"," ","Not Available"," "," ","No","Visit our Website: https://www.capreit.ca/apartments-for-rent/victoria-bc/westminster-court/

Located in the Fairfield neighbourhood of Victoria 955 Humboldt Street offers bachelor, 1, and 2 bedrooms for rent in Victoria. The building is located close to downtown Victoria near many parks including Pioneer Square, Beacon Hill Park, and Chapman Park. Our suites offer you more than enough living space with stunning stainless steel appliances and modern touches throughout. Come by and visit today, your new home is waiting for you.

 

 

What's included in your rent

Heat, Water

Have Questions? Contact the Property Manager: (778) 650-0585","No","Victoria","Please contact the Landlord to confirm availability","https://www.google.com/maps/vt/pb=!1m5!1m4!1i12!2i6151!3i3538!4i128!2m2!1e1!3i931!3m9!2sbn!3sbd!5e1105!12m1!1e4!12m1!1e47!12m1!1e3!4e0!5m1!1e0!23i10203575!23i1381033!23i1368782!23i1368785!23i47025228!23i4592408!23i4640515!23i1375050!23i4536287"
"https://www.rentfaster.ca/bc/victoria/rentals/apartment/1-bedroom/north-park/pet-friendly/299409?-RSYNC"," "," 1035 North Park,Victoria,Canada,British Columbia,V8T5A1,","2,390","Apartment",2,"1"," ","Not Available"," "," ","No","Open House


Come Over this Friday, September 23 from 3:00PM - 5:00PM

Register with our leasing specialist at the open house event for a chance to win a $500 gift card!*

*The contest winner will be announced on October, 31, 2022. Conditions apply.



55+ RENTALS (Tenant's above the age of 55).

Newly Renovated units available and ready to move in this summer. Pet Friendly! Small dogs and cats, up to 25lbs, are welcome to live in this apartment complex. 1035 North Park is a mature, adult-only building (ages 55+) located on popular Cook Street in beautiful Victoria, B.C. 1720 Cook Street offers full-time live-in staff, 24-hour emergency response, a lounge, games room, library and exercise room. The inner courtyard offers ""garden plots"" for residents to grow vegetables and flowers.

Newly renovated suites will include new vinyl flooring, paint, roller blinds, kitchen cabinets, quartz countertops with backsplash, and stainless steel appliances.




1720 Cook Street is close to shopping, buses, Cook Street Village and a short bus ride to downtown Victoria. Attached to Cubbon is the ""Castle, Do It Centre"" for all your hardware, kitchen gadgets, light bulbs, and a vast array of interior design and hobby gardening tools and products.","No","Victoria","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xlC3sFdxb-aG0OILsJ3ziQ&cb_client=search.gws-prod.gps&w=360&h=120&yaw=186.05858&pitch=0&thumbfov=100"
"https://www.rentfaster.ca/bc/victoria/rentals/apartment/1-bedroom/477842?-RSYNC"," "," 1140 Hillside Avenue,Victoria,Canada,British Columbia,V8T2A9,","1,875","Apartment",1,"1"," ","Not Available"," "," ","No","Visit our Website: https://www.capreit.ca/apartments-for-rent/victoria-bc/sansar-apartments/

Situated in a gorgeous tree-lined community surrounded by plenty of conveniences, Sansar Apartments offers:

The building is wheelchair accessible with multiple elevator banks making move-in a breeze
These apartments are cat-friendly and the large windows provide the perfect spots to sunbathe
An on-site laundry room ensures you get your washing done conveniently and efficiently
Outdoor and covered parking stalls, storage, or bike storage are available for tenants at a monthly rate

 

 

 

What's included in your rent

Water

Have Questions? Contact the Property Manager: (778) 655-1772","No","Victoria","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TwXCToklSRC2lFxXF9q6cA&cb_client=search.gws-prod.gps&w=360&h=120&yaw=339.2379&pitch=0&thumbfov=100"
"https://www.rentfaster.ca/bc/victoria/rentals/apartment/1-bedroom/477843?-RSYNC"," "," 1039 View Street,Victoria,Canada,British Columbia,V8V4V6,","1,890","Apartment",1,"1"," ","Not Available"," "," ","No","Visit our Website: https://www.capreit.ca/apartments-for-rent/victoria-bc/tara-place-apartments/

A beautifully maintained concrete high rise in an ideal location for an apartment for rent in Victoria. Tara Place Apartments is close to all necessary services and is an easy walk or commute to the vibrant downtown Victoria core area. Don't miss the opportunity to call this site your next home.

 

Residents enjoy fantastic views in our secure building with large storage lockers, underground parking, and private balconies just some of the benefits. Living at Tara Place, you'll find yourself close to abundant neighborhood amenities with restaurants in the area, as well as nearby coffee shops, bars, groceries, pharmacy services, a Walk-in clinic and Jubilee Hospital you won't need to travel far for the vast majority of your needs.

 

Don't miss the opportunity to call these beautiful Victoria apartment rentals your next home.

 

 

What's included in your rent

Water

Have Questions? Contact the Property Manager: (250) 999-3079","No","Victoria","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=s2pdP4pwp8Gj9NPS5HLXyQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=242.7035&pitch=0&thumbfov=100"
"https://www.rentfaster.ca/bc/victoria/rentals/apartment/1-bedroom/hillside-quadra/303146?-RSYNC"," "," 2533 Dowler Place,Victoria,Canada,British Columbia,V8T4H7,","2,389","Apartment",2,"1"," ","Not Available"," "," ","No","Open House


Come Over this Friday, September 23 from 3:00PM - 5:00PM

Register with our leasing specialist at the open house event for a chance to win a $500 gift card!*

*The contest winner will be announced on October, 31, 2022. Conditions apply.

2533 Dowler Place offers large floor plans with big picture windows to maximize the space and light in bachelor, one and two-bedroom apartments. Many suites look out onto the professionally maintained yard with flowering trees on the boulevard. Hot water is included in the rent. On-site parking, a bike room and storage lockers are available. Many standard and new property upgrades throughout - fresh paint, countertops, sinks, flooring and updated light fixtures.

NO SMOKING BUILDING. With each new Tenancy we are transitioning this Building to be a non-smoking Property - with no smoking allowed in the apartments or on the balconies.

Sorry no pets allowed.




The Donegal Manor is a four-story apartment complex situated on a quiet street - just one block north off Bay Street and one block East of Blanshard Street in Central Victoria. This location is close to Downtown and Shopping Centers. Just a short walk or minutes drive to Mayfair Mall with over 100 shops and services. The building is also close to major bus routes to downtown, University of Victoria and Camosun College.","No","Victoria","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yh1zbTCATG42vUt_qhZecw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=64.21149&pitch=0&thumbfov=100"
"https://www.rentfaster.ca/bc/victoria/rentals/apartment/1-bedroom/477834?-RSYNC"," "," 3220 Quadra Street,Victoria,Canada,British Columbia,V8X1G4,","1,900","Apartment",1,"1"," ","Not Available"," "," ","No","Visit our Website: https://www.capreit.ca/apartments-for-rent/victoria-bc/lord-harley/

Lord Harley is a four-storey, 112 unit building consisting of bachelor, one and two bedroom rental suites. All available suites have been renovated to a modern design, with large, open-concept kitchens, brand new stainless steel appliances, new cabinetry throughout and upgraded bathrooms.

Conveniently located, Lord Harley is within walking distance to Mayfair Shopping Centre and Thifty Foods, and within a few minutes drive from Uptown Mall and Downtown Victoria.

 

 

What's included in your rent

Heat, Water

Have Questions? Contact the Property Manager: (250) 410-1781","No","Victoria","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GXTUBHsJ6kbwH5StFlXXgA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=97.206726&pitch=0&thumbfov=100"
"https://www.rentfaster.ca/bc/victoria/rentals/apartment/1-bedroom/477840?-RSYNC"," "," 710 Vancouver Street,Victoria,Canada,British Columbia,V8V4P9,","1,850","Apartment",1,"1"," ","Not Available"," "," ","No","Visit our Website: https://www.capreit.ca/apartments-for-rent/victoria-bc/vancouver-villa/

Located in the beautiful leafy Fairfield Neighbourhood, Vancouver Villa features spacious Bachelor, 1 bedroom and 2 bedroom suites. You'll be only moments away from Downtown Victoria and Beacon Hill Park and only a short walk from the Mount St. Mary Hospital and Government House.

 

 

What's included in your rent

Heat, Water

Have Questions? Contact the Property Manager: (250) 410-1736","No","Victoria","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=td7WMIC7x3CgwjnJZbVYSg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=282.1448&pitch=0&thumbfov=100"
"https://www.rentfaster.ca/bc/victoria/rentals/apartment/1-bedroom/james-bay/471156?-RSYNC"," "," 647 Michigan Street,Victoria,Canada,British Columbia,V8V1S9,","1,550","Apartment",1,"1"," ","Not Available"," "," ","No","James Bay Hi-Rise

Walking distance to all amenities

Bus stop in front of the building

Heat and hot water included

Ph# 250-383-1185","No","Victoria","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XCH6O9arOtunYX1j7tWMLw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=184.4977&pitch=0&thumbfov=100"
"https://www.rentfaster.ca/bc/victoria/rentals/house/3-bedrooms/gordon-head/pet-friendly/501734?-RSYNC"," "," 2442 Tanner Road,Victoria,Canada,British Columbia,V8Z5R1,","3,600","Apartment",2,"2"," ","Not Available"," "," ","No","Beautifully renovated home in Tanner Ridge! This Executive / Family home features 3 beds + Office/den, 2baths, a large well-designed kitchen and living space, and 2 decks perfect for entertaining.

The home has been completely renovated inside and out with new luxury vinyl flooring, new stainless steel appliances, cabinets, quartz countertops, pantry & sinks, new bathrooms, baseboards, electric fireplace, windows, and Hardie board siding. The home features a spacious primary suite with a new 3 piece ensuite bath & 2 closets. Two additional bedrooms, a new 4 piece main bath & a bright office/den opening onto a rear deck and front deck.

Situated on a beautifully landscaped 0.25-acre lot with 2 apple trees, a cherry tree, and a large driveway for ample parking.


* No smoking
* Pets considered on a case by case basis
* Water, sewer, garbage, recycling included
* Tenant is responsible for 80% of the BC Hydro and 100% of Internet
* Shared yard
* Driveway parking
* 1 year initial lease term

Please note: There is a separate, soundproofed, self-contained suite in the lower part of the home.




Tanner Ridge is a quiet and peaceful hilltop community with views of the Haro Strait, San Juan Islands, and Mount Baker. It has 2 great parks a 2 min walk from the house. The home is within walking distance to farms with fresh local produce, transit, 5mins to wineries & beaches, 10mins to Butchart Gardens, 20mins to downtown Victoria Inner Harbor, 10 mins to Sidney by the Sea & a short drive to the Airport & Ferries.","No","Victoria","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pFa-Fbuiusm4HA61Xcsd9g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=357.95114&pitch=0&thumbfov=100"
"https://www.rentfaster.ca/bc/victoria/rentals/apartment/1-bedroom/pet-friendly/444108?-RSYNC"," "," 984 and 1000 McKenzie Avenue,Victoria,Canada,British Columbia,V8X4E7,","2,199","Apartment",2,"1"," ","Not Available"," "," ","No","We have newly renovated bachelor, 1 and 2 Bedroom Suites available.

Fully renovated studio available for September 15th 
Fully renovated 1-bedroom available now 

One month free on a 13 month lease! Conditions apply. 

Suite Features

Stainless Steal Fridge, Stove, Dishwasher and Microwave
Newly Renovated Suites
Vinyl Plank Flooring
Window Coverings
New Cabinetry
Brand new washroom vanities
Large Balconies

Building Amenities

Onsite Laundry
Resident Storage
Bicycle Storage


CONTACT US TODAY!
Email: akhoddami@starlightinvest.com
Phone: (604) 360-0992","No","Victoria","Please contact the Landlord to confirm availability","https://www.google.com/maps/vt/pb=!1m5!1m4!1i12!2i6153!3i3539!4i128!2m2!1e1!3i931!3m9!2sbn!3sbd!5e1105!12m1!1e4!12m1!1e47!12m1!1e3!4e0!5m1!1e0!23i10203575!23i1381033!23i1368782!23i1368785!23i47025228!23i4592408!23i1375050!23i4536287"
"https://www.rentfaster.ca/bc/victoria/rentals/apartment/studio/477827?-RSYNC"," "," 1204 Yates Street,Victoria,Canada,British Columbia,V8V4V1,","1,485","Apartment",1,"1"," ","Not Available"," "," ","No","Visit our Website: https://www.capreit.ca/apartments-for-rent/victoria-bc/1204-yates-street-apartments/

Located in the Fernwood neighborhood of Victoria this upscale building at 1204 Yates Street offers bachelor, 1, 2 bedrooms for rent in Victoria. Close to downtown and many parks including Stadacona Park, Pioneer Square and Royal Athletic Park. Our new renovated apartments have balconies with views of the beautiful Songhees Mountains.

Apartment features include:
– Furnished suites that include cable & internet and dishwashers
– Great location near downtown
– Underground parking if required
– 2 card laundry rooms on site
– Bike storage
– Bus stop in front of the building

Contact us today about making 1204 Yates your new home.

 

 

What's included in your rent

Water

Have Questions? Contact the Property Manager: (778) 650-0610","No","Victoria","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZdD7HED-y6GD7h5MnrSRJg&cb_client=search.gws-prod.gps&w=211&h=120&yaw=16.75607&pitch=0&thumbfov=100"
"https://www.rentfaster.ca/bc/victoria/rentals/apartment/1-bedroom/victoria-west/pet-friendly/310102?-RSYNC"," "," 707 Esquimalt Road,Victoria,Canada,British Columbia,V9A3L7,","2,658","Apartment",2,"1"," ","Not Available"," "," ","No","Enjoy all the amenities of this ocean-view property. 707 Esquimalt Road has a full-size indoor swimming pool and hot tub that look out towards the Strait of Juan de Fuca. Other amenities include newly renovated change rooms, a games room, exercise equipment, a squash court and a gorgeous inner courtyard that also faces the water.  707 Esquimalt Road  is one of the most popular rental properties on Victoria's waterfront. Buses stop right outside the door and it's a short ride to beautiful downtown Victoria, as well as connections to other areas of town.

Effective August 1 2017 this Property is transitioning to be non-smoking. All new Tenancies will be for ""no smoking of any combustibles"".




Watch the cruise ships and the sea planes come and go from this most beautiful property. A full time staff of 3 are assigned to 707 Esquimalt Road  to clean and maintain this large rental building.","No","Victoria","Please contact the Landlord to confirm availability","https://www.google.com/maps/vt/pb=!1m5!1m4!1i12!2i6153!3i3538!4i128!2m2!1e1!3i931!3m9!2sbn!3sbd!5e1105!12m1!1e4!12m1!1e47!12m1!1e3!4e0!5m1!1e0!23i10203575!23i1381033!23i1368782!23i1368785!23i47025228!23i4592408!23i1375050!23i4536287"
"https://www.rentfaster.ca/bc/victoria/rentals/apartment/studio/downtown/498038"," "," 848 Yates Street,Victoria,Canada,British Columbia,V8W1L8,","3,750","Apartment",2,"1"," ","Not Available"," "," ","No","This fully furnished & ready-to-move-in executive suite is all you need to enjoy a comfortable time in Victoria!

The executive suite is ready to move in starting Sept. 01 and is available on a fixed tenure of up to six months rental.

With a modern contemporary design, this suite is within walking distance to all major parts of downtown, and is in the center of all you need throughout your stay; whether it be a grocery store, gym, or the best coffee shops, and restaurants, you name it!

The 342 sq. ft. executive suite has amazing features including heated bathroom floors, hot and cold heat pump, 43” Smart TV with Pik TV, air purifier, Keurig coffee machine, holds premium built-in appliances from brands such as Bosch, Fisher & Baker, Liebherr, and much more! A working desk is set up to provide a focused environment for any work or studying required.

Residents will also have access to their 115 sq. ft private patio and a rooftop with additional amenities including commercial grade BBQ, a shareable community vegetable garden, and stellar panoramic views. The condo comes fully furnished with all linens, towels, and cutlery as a package deal with all utilities included. Guests will also have access to an indoor private bike rack.

There is no parking with this unit but the option of monthly parking is available for an additional cost (subject to availability).

The Space:

Newly built in 2020, our Yates on Yates apartment is modern and contemporary with an inviting space to relax during your time in Victoria. This bright studio suite can sleep up to 2 guests (2 adults) with 1 double bed in the bedroom/living room.

About Us:

Mairet Rentals is a bespoke rental management company located in Victoria. We oversee numerous residences throughout Victoria downtown and take pride in providing a hospitable, smooth, and seamless experience to our residents.

Throughout your stay, you'll have access to our 24x7 representatives available to answer any major queries, a housekeeping team with established credentials within the hospitality industry, a responsive maintenance team, etc.

Policies:

Please note: Guests are required to have a mandatory clean ($50 each clean) once every 14 days at the expense of the guest. An optional cleaning can be requested every 7 days at the expense of the guest.

There is a strict no-pet policy for this suite. No exceptions.

Zero tolerance for noise and parties – the building is shared so please respect our neighbors and other tenants. Noise complaints will result in a penalty of $300. A total of 3 noise complaints will result in immediate eviction with no refund provided (including the deposit).

No parties, no smoking, no vaping, no drugs. Evidence of the activity would result in a penalty of $250.

The lost fob will be subject to a $70 replacement fee. The lost key will be subject to a $70 replacement fee.","No","Victoria","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gxgZ0tTtSzF6Mg-xoGQ0-A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=44.99842&pitch=0&thumbfov=100"
"https://www.rentfaster.ca/bc/victoria/rentals/house/2-bedrooms/downtown/497845"," "," 2247 Setchfield Avenue, Langford BC,Victoria,Canada,British Columbia,V9B6N8,","2,550","Apartment",2,"1"," ","Not Available"," "," ","No","Information for the house- lower suite, open concept!
If you are interested in viewing the suite, please send a message telling us about who will be renting the suite, as well as what you do for work/school.

$2550/month, Bright, beautiful, self-contained 2-bedroom, 1 full bathroom, 1107 sq ft.
Features a brand-new glass top stove, oven, fridge, washer and dryer. Heat Pump/ AC Two large bedrooms, one with a walk-in closet. Big windows with back yard views, 8 ft. ceilings. Separate suite entrance, driveway parking for 2 cars.

Quiet place surrounded by trees and flowers. Bear Mountain is two km. away for good morning cardiovascular walk, with 6 minutes from Costco, Save-on Foods, Tim Hortons, Starbucks & Millstream Village Shopping Centre. 15 minutes to Victoria General Hospital. 25 minutes to Downtown Victoria.

No smoking or vaping on the property. No Pets, No Parties. Water and garbage/recycling, sewer included. BC Hydro and Gas not included. Unfurnished. Work and previous landlord references required. Proof of tenant insurance will be required. Maximum 2 people.

City transportation buses: 50, 52, 56

Availability on Sept 15 looking for two mature and maximum responsible and respectful persons for our property. A one-year lease, then month to month after that. Thank you.","No","Victoria","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DLiEQNC75k844o50BiabXg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=174.85669&pitch=0&thumbfov=100"
"https://www.rentfaster.ca/bc/victoria/rentals/apartment/studio/462978?-RSYNC"," "," 1147 Quadra St.,Victoria,Canada,British Columbia,V8W2K5,","950","Apartment","Bachelor","1"," ","Not Available"," "," ","No","Bachelor and 1 Bedroom starting at $950

Central Downtown Hi-Rise - Great Views!

PLEASE CALL 250-383-2269
Within walking distance to all amenities.
Bus stop in front of the building.
Heat and hot water included.","No","Victoria","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=q01D9UxhE798XP4ETeRpEQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=169.67404&pitch=0&thumbfov=100"
"https://www.rentfaster.ca/bc/victoria/rentals/apartment/1-bedroom/victoria-west/303142?-RSYNC"," "," 55 Bay Street,Victoria,Canada,British Columbia,V9A6X9,","2,873","Apartment",2,"1"," ","Not Available"," "," ","No","WAIT LIST being taken. 

Many standard property upgrades throughout, with many units with fresh paint, countertops, sinks, tile work, flooring or updated light fixtures. 55 Bay Street is four stories with two elevators. Most units have private balconies and the Property has on-site laundry facilities on the 1st floor. Great location on Bay Street, next to the Lawn Bowling Club, children's playground and Save On Foods shopping mall. A Fitness Center is available to adult Tenants on the 4th floor. Contact the on-site Manager, Olesia, for more information. Call 250-590-7505.

This Property is transitioning to be a smoke-free environment effective May 1 2017. With all new Tenancies we are now renting newly renovated non-smoking apartments to non-smoking Tenants.




Located in historic Vic West. 55 Bay Street is close to major bus routes and the beautiful Victoria West Park, Lawn Bowling Club and skate park.","No","Victoria","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ITfZNaaxRmjSZOYlk-7rag&cb_client=search.gws-prod.gps&w=408&h=240&yaw=134.90425&pitch=0&thumbfov=100"
"https://www.rentfaster.ca/bc/victoria/rentals/apartment/2-bedrooms/victoria-west/502734"," ","Victoria","2,400","Apartment",2,"1"," ","Not Available"," "," ","No","Enjoy beautiful views from your dining room table of the ocean and Mt Baker in the distance! Take a quiet walk through Royal Roads trails or along lagoon beach. A terrific opportunity to get into a fully furnished/utilities included rental that is available as early as Oct 1.

Two bedroom/one bathroom fully furnished unit includes:
*Master bedroom: queen bed, night stand, wingback chair, dresser
*Second bedroom: twin bed, night stand, dresser
*Full bathroom with jacuzzi tub and shower
*Living room: sofa, coffee table, TV, desk + office chair
*Kitchen area: dining room table + 4 chairs, microwave, refrigerator, stove, dishwasher, coffee maker, blender, toaster, panini maker, etc, etc
*Outdoor deck with umbrella, table, 4 chairs
*In-unit washer/dryer

Quiet location at the end of a cul-de-sac. Off street parking. All utilities included: water, electricity, even cable and wifi! Come see this great opportunity today!","No","Victoria","Please contact the Landlord to confirm availability","https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/502734/8284941.v.8bc68be5fb3c7129efc2164f3bc7c9c0.jpg"
"https://www.rentfaster.ca/bc/victoria/rentals/apartment/1-bedroom/hillside-quadra/pet-friendly/413440?-RSYNC"," "," 2780 Fifth Street,Victoria,Canada,British Columbia,V8T4B2,","1,875","Apartment",1,"1"," ","Not Available"," "," ","No","BRAND NEW RENTALS IN VICTORIA WITH PRIVATE ENTRANCES, PATIOS, AND BALCONIES.

CONTACT US TODAY FOR MORE INFORMATION.

Pacific Cove Properties' newest property, Trio at Quadra Village, is located at 2780 Fifth Street. Trio is a boutique collection of 34 modern 1 & 2 bedroom walk-up style homes. Each home offers a private entrance, and a private balcony or patio space to ensure your security and privacy while minimizing shared spaces. Thoughtfully designed, these suites will offer premium interiors, open-concept living spaces, and spacious patios and balconies. Every suite features stainless-steel appliances, including a dishwasher, in-suite laundry, and your own outdoor space. Residents will enjoy immediate and easy access to a variety of restaurants, shops & services, transportation, and tourist attractions. These homes are also within walking distance to Topaz park and off-leash dog park as well as bus routes to UVIC, Royal Roads, Downtown, and Swartz Bay Ferry Terminal. 

We are offering a Modo Car Share opportunity. Residents can claim a free $500 membership (membership stays with the suite), and $100 in drive time credits. Contact us today for more information.

The above information, while deemed to be correct, is not guaranteed. Rental prices, availability  and information contained herein are subject to change at any time and without notice at the discretion of Pacific Cove Properties.","No","Victoria","Please contact the Landlord to confirm availability","https://maps.gstatic.com/tactile/pane/default_geocode-1x.png"
